Year,LocationAbbr,LocationDesc,Question,DataValue,Gender
2011,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63,Male
2011,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.6,Overall
2011,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62,Female
2015,IL,Illinois,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,60.4,Male
2011,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.8,Male
2013,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.1,Male
2013,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.6,Overall
2013,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.1,Female
2011,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.9,Overall
2011,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.2,Female
2015,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.9,Female
2011,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.1,Female
2011,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.4,Overall
2015,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.3,Male
2013,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.2,Male
2013,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.7,Overall
2015,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.6,Overall
2015,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,68.2,Overall
2013,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.1,Female
2015,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.9,Female
2011,IN,Indiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Male
2015,IN,Indiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,65.7,Male
2015,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.9,Male
2011,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.6,Female
2013,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.5,Female
2013,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.2,Overall
2015,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71,Overall
2013,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71,Male
2011,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.5,Overall
2013,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Female
2013,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Male
2013,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.4,Overall
2015,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.4,Female
2015,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.8,Overall
2015,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.4,Male
2015,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.4,Female
2011,IA,Iowa,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,67.3,Male
2011,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.8,Male
2011,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.3,Overall
2011,IA,Iowa,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.8,Female
2013,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.8,Male
2011,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.7,Male
2015,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.2,Male
2013,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.7,Overall
2015,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.2,Overall
2011,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71,Overall
2015,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.3,Female
2013,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.6,Female
2011,KS,Kansas,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,69.1,Female
2015,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.1,Male
2015,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65.7,Overall
2013,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,65,Female
2011,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.9,Female
2015,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.3,Female
2011,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,64.3,Overall
2011,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.7,Male
2013,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.4,Overall
2013,KS,Kansas,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61.9,Male
2011,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,82,Male
2011,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.8,Overall
2011,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.8,Female
2013,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79,Male
2015,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.4,Male
2013,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.7,Overall
2015,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.7,Overall
2013,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.5,Female
2011,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,73.4,Female
2015,KY,Kentucky,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.8,Female
2011,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,72.6,Overall
2011,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.7,Male
2013,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.5,Male
2013,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.7,Overall
2013,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.9,Female
2015,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.6,Male
2015,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.4,Overall
2015,KY,Kentucky,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.2,Female
2013,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,83,Female
2013,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,82.5,Overall
2013,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,81.9,Male
2015,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.6,Female
2011,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,80.6,Female
2015,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,79.8,Overall
2015,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.9,Male
2011,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,78.3,Overall
2011,LA,Louisiana,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.9,Male
2013,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.8,Female
2015,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.3,Female
2013,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.1,Overall
2013,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.8,Male
2015,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,66.1,Overall
2011,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,63.2,Female
2015,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.7,Male
2011,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,62.1,Overall
2011,LA,Louisiana,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,61,Male
2011,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.5,Male
2015,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.9,Male
2011,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,75.3,Overall
2011,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.1,Female
2015,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,73,Male
2015,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.9,Overall
2013,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.9,Male
2013,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.8,Overall
2013,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,72.7,Female
2013,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.6,Female
2011,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,72.3,Female
2011,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71.1,Overall
2013,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,71,Overall
2015,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.9,Overall
2015,ME,Maine,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,70.1,Female
2011,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,70.1,Male
2013,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,69.6,Male
2015,ME,Maine,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,68.8,Female
2015,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,77.6,Female
2011,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76.1,Male
2015,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,76,Overall
2015,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.4,Male
2011,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,74.3,Overall
2013,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,73.6,Male
2011,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.7,Female
2013,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,72.5,Overall
2013,MD,Maryland,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,71.6,Female
2015,MD,Maryland,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.5,Male
2015,MD,Maryland,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,67.3,Overall
